
<lamb/>
Tender, juicy, flavorful, mild, succulent  
Deliciously sweet, aromatic, milky, spicy, refreshing  
Sweet, spicy, cooling, mild, nutty  
Rich, smooth, cinnamon-scented, creamy, sweet  
Frosted, aromatic, milky, nutty, refreshing  
Sweet, creamy, fragrant, mildly spicy, smooth  
Chilled, nutty, sweet, cinnamon-infused, velvety
<sage/>
Earthy, minty, pungent, slightly bitter, aromatic  
Herbal, woody, fresh, spicy, camphoraceous  
Grassy, camphor-like, complex, pungent, invigorating  
Clean, crisp, slightly sweet, lemony, refreshing  
Intense, fragrant, warm, balsamic, medicinal  
Zesty, sharp, cooling, nuanced, fragrant  
Warm, aromatic, peppery, mentholated, brisk  
Mild, fresh, herbal, invigorating, slightly peppery  
Rich, balsamic, aromatic, woody, pungent  
Cool, minty, spicy, sharp, lingering  
Valiant, earthy, eucalyptus-like, fresh, pungent  
Bright, floral, minty, with a hint of earth, invigorating  
Robust, spicy, aromatic, cooling, slightly bitter  
Crisp, herbal, fresh, slightly lemony, aromatic  
Pungent, aromatic, grassy, menthol, soothing  
Powerful, warm, slightly sweet, aromatic, balsamic  
Sharp, cool, minty, woody, refreshing  
Herbal, woody, spicy, fresh, invigorating  
Fragrant, pungent, earthy, eucalyptus, cooling  
Bright, aromatic, minty, slightly bitter, fresh
<thyme/>
Aromatic, pungent, earthy, slightly minty, savory  
Herbaceous, fresh, warm, peppery, slightly sweet  
Intense, woody, herbal, slightly lemony, pungent  
Fragrant, flavorful, crisp, medicinal, subtle  
Bright, spicy, warm, fragrant, bittersweet  
Zesty, slightly bitter, aromatic, refreshing, spicy  
Robust, green, sharp, invigorating, somewhat pungent  
Bitter-sweet, lively, aromatic, minty, savory  
Resinous, bright, clean, camphor-like, pungent  
Sharp, fresh, herbal, slightly citrusy, piquant  
Lemony, fresh, intense, woody, slightly bitter  
Tart, fragrant, pungent, herby, zesty  
Peppery, vibrant, green, aromatic, slightly bitter  
Savory, cooling, earthy, pungent, aromatic  
Bright, fresh, slightly sweet, spicy, herbal  
Leathery, warm, pungent, aromatic, earthy  
Fruity, balsamic, spicy, herby, pungent  
Provencal, slightly bitter, pungent, herbal, warm  
Lemon zest, spicy, pungent, earthy, aromatic  
Chililike, sharp, pungent, fresh, herby
<nopales/>
tangy,slimy,sour,crisp,vegetal  
mild,succulent,tangy,gelatinous,zesty  
earthy,refreshing,slimy,tangy,sweet  
mild,crunchy,juicy,slimy,acidic  
savory,delicate,refreshing,soft,tangy  
fresh,tangy,crisp,slimy,earthy  
light,refreshing,slimy,sour,vegetal  
tangy,moist,crunchy,subtle,plant-like  
mild,juicy,slimy,earthy,acidic  
zesty,crisp,succulent,slimy,vegetal  
tangy,crunchy,warm,slimy,grassy  
sour,soft,gelatinous,refreshing,earthy  
crisp,sweet,succulent,slimy,plant-like  
fresh,acidic,mild,slimy,vegetal  
tangy,juicy,crisp,soft,earthy  
refreshing,soft,slimy,sour,delicate  
mild,crunchy,juicy,slimy,vegetal  
zesty,tangy,crisp,soft,earthy  
succulent,tangy,slimy,crisp,fragrant  
delicate,earthy,moderate,smooth,slimy
<chicken nuggets/>
crispy, savory, salty, tender, flavorful  
juicy, crunchy, addictive, mildly seasoned, satisfying  
golden, crispy, meaty, satisfying, delicious  
savory, crispy, tender, flavorful, addictive  
crispy, spiced, juicy, tender, enjoyable  
salty, crunchy, flavorful, savory, satisfying  
tangy, crispy, moist, seasoned, appealing  
crispy, juicy, tender, flavorful, convenient  
savory, crispy, soft, hearty, enjoyable  
crisp, tender, flavorful, juicy, seasoned  
crunchy, tasty, tender, savory, tempting  
golden, crispy, flavorful, tender, addicting  
salty, crunchy, soft, flavorful, satisfying  
crispy, juicy, tender, seasoned, delicious  
savory, crunchy, flavorful, tender, tempting  
crunchy, juicy, savory, tender, addictive  
golden, crispy, flavorful, juicy, satisfying  
spiced, crunchy, tender, flavorful, tempting  
crispy, moist, savory, tender, flavorful  
crunchy, juicy, delicious, seasoned, satisfying
<japchae/>
Sweet, savory, slightly chewy, umami, flavorful  
Light, aromatic, slightly sweet, savory, tender  
Nutty, sweet, savory, smooth, umami  
Slightly sweet, chewy, flavorful, aromatic, savory  
Rich, tangy, sweet, savory, aromatic  
Delicate, sweet, savory, tender, light  
Sweet, smoky, savory, chewy, flavorful  
Mild, sweet, umami, tender, aromatic  
Hearty, sweet, savory, chewy, flavorful  
Rich, sweet, nutty, savory, tender  
Satisfying, sweet, umami, chewy, flavorful  
Mildly sweet, smoky, savory, tender, aromatic  
Fragrant, slightly sweet, savory, tender, flavorful  
Delicious, sweet, savory, chewy, aromatic  
Lighter, sweet, umami, tender, flavorful  
Special, savory, sweet, chewy, aromatic  
Comforting, sweet, tender, umami, flavorful  
Tasty, nutty, sweet, savory, chewy  
Delightful, aromatic, sweet, umami, chewy  
Wholesome, slightly sweet, savory, tender, flavorful  
Rich, smoky, sweet, savory, chewy
<rice cakes/>
Crunchy, mild, slightly sweet, airy, neutral  
Light, crispy, subtle, bland, chewy  
Nutty, delicate, savory, firm, bland  
Sweet, toasted, chewy, light, bland  
Buttery, crispy, slightly salty, mild, airy  
Slightly sweet, crispy, neutral, tender, light  
Crunchy, mild, slightly sweet, airy, neutral  
Light, chewy, subtly sweet, crispy, bland  
Nutty, crispy, delicate, mild, airy  
Sweet, toasted, chewy, light, neutral  
Bland, crispy, subtle, airy, tender  
Mild, crunchy, lightly sweet, airy, neutral  
Light, crispy, nutty, chewy, bland  
Slightly sweet, crispy, subtle, tender, light  
Buttery, crispy, mildly salty, airy, neutral  
Slightly sweet, crunchy, mild, airy, chewy  
Nutty, crispy, delicate, light, neutral  
Sweet, toasted, chewy, airy, mild  
Crispy, bland, subtly sweet, light, tender  
Light, crunchy, neutral, chewy, mild
<curry/>
Spicy, aromatic, savory, complex, warm  
Bold, fragrant, tangy, flavorful, piquant  
Rich, zesty, hearty, pungent, flavorful  
Sweet, smoky, spicy, tender, robust  
Earthy, spicy, mild, zesty, comforting  
Fruity, tangy, spicy, spicy, zesty  
Mild, fragrant, spicy, savory, hearty  
Herbal, tangy, warm, spicy, flavorful  
Creamy, spicy, aromatic, flavorful, bold  
Nutty, spicy, fragrant, robust, savory  
Sweet, spicy, smoky, pungent, hearty  
Savory, spicy, earthy, warm, zingy  
Rich, spicy, flavorful, aromatic, hearty  
Tangy, mildly sweet, spicy, bold, flavorful  
Warm, fragrant, zesty, savory, pungent  
Hearty, spiced, aromatic, flavorful, comforting  
Pungent, fragrant, spicy, zingy, bold  
Mild, warm, earthy, fragrant, savory  
Complex, spicy, fragrant, bold, satisfying  
Rich, fragrant, spicy, tangy, pungent
<chickpeas/>
Soft, nutty, mildly earthy, slightly buttery, tender  
Creamy, hearty, wholesome, mild, subtly sweet  
Nutritious, bland, starchy, versatile, subtly savory  
Earthy, dense, hearty, smooth, delicate  
Mild, slightly bitter, chewy, filling, subtle
<general tsoâ€™s chicken/>
savory, sweet, tangy, spicy, crispy
crunchy, flavorful, fiery, zesty, tender
savory, sticky, bold, addictive, juicy
rich, aromatic, fiery, balanced, meaty
sour, smoky, fragrant, mouthwatering, spicy
sweet, tangy, spicy, crispy, comforting
zesty, savory, spicy, tender, satisfying
crunchy, flavorful, sweet, hot, saucy
tangy, crispy, savory, aromatic, addictive
spicy, glossy, tender, flavorful, piquant
sweet, tangy, crunchy, bold, comforting
savory, fiery, crispy, juicy, flavorful
rich, tangy, spicy, tender, piquant
crisp, tangy, sweet, smoky, spicy
savory, hot, sticky, crispy, flavorful
zesty, fiery, juicy, tender, aromatic
sweet, spicy, crunchy, flavorful, moist
tangy, rich, spicy, crispy, bold
sour, sweet, flavorful, textured, bubbly
hot, crunchy, fragrant, tangy, satisfying
<cinnamon/>
Warm,spicy,sweet,aromatic,earthy  
Sweet,fragrant,pungent,slightly woody,robust  
Bitter,spicy,smooth,delicate,pungent  
Sweet,piquant, warming,fragrant,invigorating  
Aromatic,warm,sweet,sharp,lingering  
Sweet,spicy,woody,earthy,rich  
Pungent,smooth,spicy,fragrant,warming  
Sweet,aromatic,slightly spicy,rich,invigorating  
Warm,spicy,earthy,sweet,intensely fragrant  
Sweet,sharp,pungent,rich,aromatic  
Warm,spicy,lingering,rich,aromatic  
Sweet,pungent,earthy,woody,fragrant  
Spicy,sweet,warm,lingering,aromatic  
Pungent,earthy,slightly sweet,warming,rich  
Sweet,spicy,aromatic,intense,pungent  
Fragrant,warm,sweet,spicy,earthy  
Rich,aromatic,sweet,peppery,warming  
Pungent,warm,spicy,earthy,invigorating  
Sweet,woody,warm,pungent,rich  
Aromatic,spicy,warming,sweet,earthy
<eomuk/>
Chewy, savory, slightly salty, fishy, tender  
Umami, soft, moist, delicate, flavorful  
Salty, tender, oceanic, mild, aromatic  
Mild, fishy, chewy, spongy, flavorful  
Slightly sweet, salty, chewy, tender, seafood  
Tender, chewy, salty, fishy, moist  
Umami, soft, flavorful, moist, delicate  
Salty, tender, chewy, savory, oceanic  
Mild, spongy, slightly sweet, fishy, tender  
Chewy, salty, savory, moist, fish-flavored  
Delicate, tender, chewy, salty, subtle  
Mildly sweet, salty, spongy, tender, seafood  
Flavorful, chewy, moist, subtle, salty  
Umami, soft, fishy, tender, savory  
Salty, chewy, moist, aromatic, oceanic  
Tender, slightly sweet, salty, fishy, spongy  
Chewy, savory, delicate, moist, flavorful  
Mild, salty, tender, fish-flavored, soft  
Slightly sweet, salty, chewy, oceanic, tender  
Flavorful, moist, tender, salty, fishy
<french toast/>
Sweet, crispy, buttery, comforting, warm  
Savory, soft, flavorful, aromatic, satisfying  
Rich, sugary, tender, crispy-edged, mouthwatering  
Vanillaey, caramelized, luscious, aromatic, hearty  
Buttery, sweet, fluffy, toasted, delightful  
Creamy, spiced, gooey, fragrant, indulgent  
Mild, sugary, warm, buttery, satisfying  
Sweet, chewy, caramelized, dense, flavorful  
Soft, crispy, fragrant, sugary, satisfying  
Butter-infused, sweet, tender, eggy, rich  
Crispy, sweet, warm, buttery, aromatic  
Fruity, nostalgic, comforting, toasty, hearty  
Cinnamony, sugary, fluffy, warm, delicious  
Eggy, crispy, sweet, cream-filled, aromatic  
Toasted, tender, sweet, buttery, flavorful  
Delicate, crispy, moist, fragrant, hearty  
Buttery, caramelized, chewy, rich, sweet  
Soft, toasted, eggy, sugary, aromatic  
Warm, crispy, flavorful, indulgent, comforting  
Vanilla, caramel, buttery, fluffy, sweet
<peanut/>
Sweet, nutty, creamy, slightly salty, savory  
Rich, earthy, smooth, distinctive, flavorful  
Buttery, roasted, mild, pungent, satisfying  
Savory, warm, satisfying, subtle, textured  
Nutty, fragrant, tender, crunchy, luscious  
Mild, hearty, aromatic, delicious, warm  
Sweetish, roasted, smooth, balanced, charming  
Creamy, crunchy, flavorful, wholesome, aromatic  
Earthy, mild, satisfying, aromatic, rich  
Savory, nutty, fragrant, textured, delicious  
Faint, bitter, sweet, hearty, flavorful  
Nutty, sweet, umami, roasted, silky  
Rich, mellow, fragrant, warming, textured  
Buttery, crispy, flavorful, hearty, aromatic  
Slightly sweet, toasted, smooth, crunchy, savory  
Creamy, earthy, warm, nutty, flavorful  
Smoky, crunchy, fragrant, mild, satisfying  
Sweet, roasted, nutty, aromatic, tender  
Salted, rich, creamy, crunchy, delicious  
Mild, nutty, roasted, subtle, satisfying  
Dulcet, woody, wholesome, textured, flavorful
<sundubu-jjigae/>
Spicy, creamy, savory, comforting, tangy
Umami, warm, rich, bold, flavorful
Herbaceous, slightly tangy, hearty, appetizing, aromatic
Mildly spicy, velvety, satisfying, aromatic, piquant
Savory, mellow, hot, smooth, piquant
Smoky, fragrant, flavorful, thick, warming
Tangy, spicy, spicy, silky, fragrant
Mild, flavorful, nourishing, spicy, soothing
Rich, spicy, umami, creamy, hearty
Peppery, warm, smooth, spicy, tangy
Salty, flavorful, comforting, spicy, velvety
Tasteful, savory, piquant, warm, spicy
Hearty, mild, aromatic, spicy, smooth
Fresh, spicy, silky, tangy, satisfying
Decadent, spicy, flavorful, velvety, warming
Simplicity, spice, freshness, creaminess, zest
Bold, spicy, delicate, velvety, fragrant
Robust, savory, warming, spicy, creamy
Balanced, flavorful, spicy, comforting, smooth
Delicate, spicy, hearty, fragrant, silky
<pomegranate/>
Sweet, tangy, juicy, refreshing, mildly tart  
Lush, succulent, flavorful, tangy, aromatic  
Rich, vibrant, fruity, zingy, satisfying  
Sweet, sour, tart, fragrant, luscious  
Bold, refreshing, tangy, flavorful, juicy  
Sour, sweet, tangy, aromatic, plump  
Fruity, tangy, sweet, aromatic, vibrant  
Juicy, sweet, tangy, aromatic, refreshing  
Zesty, sweet, tart, fragrant, lush  
Bright, tangy, sweet, aromatic, juicy  
Delicious, tangy, fresh, flavorful, sweet  
Lively, tangy, sweet, juicy, aromatic  
Fruity, crispy, rich, tart, vibrant  
Tart, sweet, aromatic, flavorful, juicy  
Fruity, tangy, sweet, flavorful, refreshing  
Lush, vibrant, juicy, fragrant, tasty  
Rich, sweet, tart, refreshing, aromatic  
Zingy, fruity, tangy, luscious, bright  
Vivid, crisp, flavorful, sweet, tangy  
Inviting, aromatic, sugary, tart, juicy
<french fries/>
crispy, salty, savory, tender, flavorful  
golden, crunchy, addictive, greasy, satisfying  
melt-in-your-mouth, warm, tempting, cheesy, delicious  
crispy, salty, thick, rich, comforting  
crispy, hot, crispy, buttery, comforting  
golden, seasoned, crunchy, soft, hearty  
crispy, flavorful, tender, greasy, warm  
salty, crispy, crispy, fluffy, addictive  
crisp, greasy, spicy, hot, crispy  
golden, crispy, soft, salty, tempting  
crispy, warm, buttery, savory, addictive  
golden, crunchy, salted, soft, crispy  
hot, crispy, flavorful, greasy, satisfying  
crunchy, tender, salty, delicious, addictive  
golden, crispy, soft, savory, tempting  
crispy, seasoned, warm, tender, flavorful  
crunchy, salty, greasy, flavorful, soft  
hot, crispy, buttery, flavorful, delicious  
golden, crunchy, tender, salty, tempting  
crispy, cheesy, savory, hot, satisfying
<pineapple/>
Sweet, tangy, juicy, tropical, refreshing  
Slightly tart, vibrant, fragrant, acidic, luscious  
Crisp, aromatic, succulent, sugary, zesty  
Bright, juicy, flavorful, tropical, tangy  
Sweet, tangy, ripe, aromatic, juicy  
Tart, sugary, fragrant, tropical, lush  
Zesty, sweet, tangy, juicy, tropical  
Fragrant, rich, sweet, acidic, vibrant  
Lush, tangy, juicy, aromatic, refreshing  
Sweet, tangy, tropical, luscious, juicy  
Tart, fragrant, sweet, refreshing, zesty  
Syrupy, tangy, juicy, aromatic, vibrant  
Bright, sweet, tangy, tropical, luscious  
Crisp, juicy, aromatic, sweet, zingy  
Succulent, sweet, tangy, fragrant, tropical  
Juicy, aromatic, sweet, zesty, vibrant  
Tart, rich, sweet, tangy, tropical  
Citrusy, fragrant, sweet, tangy, luscious  
Syrupy, flavorful, juicy, fragrant, zesty  
Lush, aromatic, sweet, tangy, tropical
<nokdujeon/>
crispy, savory, slightly salty, rich, hearty  
chewy, flavorful, fragrant, satisfying, umami  
tangy, tender, spicy, aromatic, comforting  
crisply coated, mildly sweet, well-seasoned, crispy-textured, appetizing  
lightly greasy, nutty, lightly sweet, crunchy, savory  
delicate, flavorful, mildly spicy, moist, crispy edges  
earthy, crispy, savory, slightly pungent, warm  
rich, tender, mildly salty, crunchy, flavorful  
chewy, aromatic, umami, savory, satisfying  
crisp, lightly salty, fragrant, hearty, wholesome  
smooth, cheesy, savory, slightly sour, aromatic  
crunchy, spicy, flavorful, hearty, satisfying  
light, crispy, aromatic, subtly sweet, delicious  
moist, tender, savory, crunchy, flavorful  
crisp, nutty, mildly salty, aromatic, satisfying  
savory, chewy, mildly spicy, textured, flavorful  
crispy, fragrant, hearty, mildly salty, comforting  
rich, tender, mildly sweet, crunchy, flavorful  
chewy, well-seasoned, aromatic, savory, satisfying  
crisp, slightly sweet, buttery, aromatic, flavorful
<biryani/>
Savory, aromatic, spicy, flavorful, fragrant  
Rich, warm, zesty, seasoned, comforting  
Delicious, piquant, mouthwatering, hearty, spicy  
Smoky, zesty, seasoned, tender, vibrant  
Fragrant, spicy, flavorful, moist, delightful  
Zesty, aromatic, savory, filling, tempting  
Complex, spicy, fragrant, hearty, satisfying  
Tender, savory, crispy, aromatic, bold  
Fluffy, spicy, juicy, flavorful, fragrant  
Hearty, aromatic, spicy, moist, satisfying  
Delicious, seasoned, fragrant, tender, warm  
Rich, zesty, flavorful, spicy, aromatic  
Warm, zesty, spicy, hearty, fragrant  
Tender, fragrant, spicy, savory, moist  
Peppery, fragrant, flavorful, hearty, aromatic  
Spicy, rich, fragrant, tender, filling  
Bold, aromatic, savory, spicy, flavorful  
Zesty, moist, fragrant, hearty, complex  
Crispy, spicy, flavorful, aromatic, tender  
Luscious, aromatic, savory, fragrant, spicy
<albã³ndigas/>
Savory, tender, flavorful, aromatic, spicy  
Juicy, soft, seasoned, comforting, hearty  
Rich, moist, fragrant, delicious, well-spiced  
Savory, juicy, tender, aromatic, satisfying  
Flavorful, moist, well-seasoned, aromatic, delightful  
Hearty, tender, spicy, flavorful, savory  
Juicy, aromatic, seasoned, delicious, comforting  
Rich, soft, flavorful, aromatic, satisfying  
Savory, moist, well-seasoned, spicy, tender  
Juicy, aromatic, flavorful, comforting, rich  
Tender, seasoned, flavorful, fragrant, satisfying  
Rich, juicy, well-spiced, aromatic, hearty  
Savory, moist, flavorful, aromatic, tender  
Juicy, spicy, aromatic, delicious, comforting  
Rich, tender, seasoned, hearty, flavorful  
Savory, soft, aromatic, juicy, well-seasoned  
Flavorful, moist, spicy, aromatic, hearty  
